STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,SNOW,TAVG,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/12/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/13/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/14/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/15/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/16/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/17/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/18/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/19/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/20/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/21/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/22/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/23/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/24/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/25/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/26/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/27/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/28/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/29/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,9/30/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/1/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/2/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/3/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/4/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/5/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/6/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/7/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/8/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/9/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/10/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/11/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/12/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/13/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/14/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/15/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/16/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/17/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/18/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/19/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/20/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/21/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/22/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/23/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/24/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/25/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/26/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/27/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/28/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/29/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/30/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,10/31/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/1/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/2/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/3/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/4/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/5/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/6/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/7/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/8/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/9/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/10/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/11/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/12/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/13/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/14/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/15/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/16/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/17/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/18/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/19/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/20/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/21/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/22/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/23/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/24/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/25/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/27/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/28/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/29/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,11/30/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/1/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/2/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/3/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/4/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/5/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/6/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/7/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/8/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/9/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/10/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/11/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/12/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/13/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/14/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/15/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/16/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/17/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/18/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/19/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/20/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/21/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/22/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/23/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/24/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/25/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/26/2012,0.3,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/27/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/28/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/29/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/30/2012,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,12/31/2012,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/1/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/2/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/3/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/4/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/5/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/6/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/7/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/8/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/9/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/10/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/11/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/12/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/13/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/14/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/15/2013,1.2,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/16/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/17/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/18/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/19/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/20/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/21/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/22/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/23/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/24/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/25/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/26/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/27/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/28/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/29/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/30/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,1/31/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/1/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/2/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/3/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/4/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/5/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/6/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/7/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/8/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/9/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/10/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/11/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/12/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/13/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/14/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/15/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/16/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/17/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/19/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/20/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/21/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/22/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/23/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/24/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/25/2013,,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/26/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/27/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,2/28/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,3/1/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,3/2/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,3/3/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,3/4/2013,0,,,,,,,,
US1TXRK0006,"ROCKWALL 3.1 SSW, TX US",32.88315582,-96.48426056,137.2,3/5/2013,0,,,,,,,,
